HospitalCode,OverallRating,Mortality,PatientExperience,Readmission,TimelinessOfCare,EffectivenessOfCare
144016,NULL,NULL,NULL,NULL,NULL,NULL
144021,NULL,NULL,NULL,NULL,NULL,NULL
144026,NULL,NULL,NULL,NULL,NULL,NULL
144028,NULL,NULL,NULL,NULL,NULL,NULL
144029,NULL,NULL,NULL,NULL,NULL,NULL
144031,NULL,NULL,NULL,NULL,NULL,NULL
144034,NULL,NULL,NULL,NULL,NULL,NULL
144035,NULL,NULL,NULL,NULL,NULL,NULL
144037,NULL,NULL,NULL,NULL,NULL,NULL
144038,NULL,NULL,NULL,NULL,NULL,NULL
144039,NULL,NULL,NULL,NULL,NULL,NULL
144040,NULL,NULL,NULL,NULL,NULL,NULL
150001,3,0,0,0,0,0
150002,3,1,0,-1,-1,0
150004,3,0,-1,0,-1,0
150005,4,0,1,0,1,0
150006,3,0,-1,1,0,0
150007,3,0,0,0,1,0
150008,5,1,0,1,0,0
150009,2,0,-1,-1,-1,0
150010,4,-1,1,1,0,0
150011,4,0,0,1,0,0
150012,4,-1,-1,1,-1,0
150015,4,0,0,0,0,0
150017,2,-1,-1,1,-1,0
150018,4,-1,0,1,0,0
150021,3,0,1,1,-1,0
150022,3,0,0,0,1,0
150023,3,0,1,-1,0,0
150024,5,1,0,1,0,0
150026,3,0,1,1,0,-1
150030,3,0,1,-1,1,0
150034,4,1,0,0,0,0
150035,4,0,-1,1,0,-1
150037,4,-1,1,1,1,0
150042,4,0,1,-1,1,0
150044,2,0,-1,1,0,0
150045,3,0,0,-1,0,0
150046,2,-1,0,-1,1,0
150047,2,0,-1,0,0,0
150048,4,0,-1,1,0,0
150051,4,-1,-1,1,-1,0
150056,4,0,0,-1,-1,0
150057,5,0,1,1,1,0
150058,2,-1,0,1,0,-1
150059,4,0,1,1,1,0
150061,4,0,0,1,1,0
150064,4,0,0,1,0,-1
150065,5,0,1,1,1,0
150069,5,0,1,1,0,0
150072,4,0,0,1,0,0
150074,3,-1,1,-1,0,0
150075,4,0,1,0,1,0
150076,3,0,0,1,1,0
150082,3,-1,1,-1,1,0
150084,4,-1,0,1,0,-1
150086,4,0,1,0,1,0
150088,3,0,-1,1,0,0
150089,4,0,-1,1,0,0
150090,3,-1,-1,1,0,0
150091,4,0,1,1,0,0
150097,4,0,1,1,1,0
150100,4,0,1,1,1,0
150101,3,0,0,-1,0,0
150102,3,0,NULL,0,1,0
150104,4,0,1,0,0,0
150109,4,0,1,1,0,0
150112,3,0,-1,0,0,0
150113,3,0,1,0,1,0
150115,5,0,1,1,1,0
150125,3,1,0,-1,0,0
150126,4,0,0,1,0,0
150128,4,0,1,1,0,0
150133,3,0,0,1,1,1
150146,4,0,1,1,1,0
150149,5,NULL,1,NULL,1,0
150150,4,0,0,1,0,0
150153,5,1,1,1,0,NULL
150157,5,0,1,1,0,-1
150158,5,1,1,1,-1,0
150160,NULL,NULL,1,NULL,NULL,NULL
150161,5,0,1,1,-1,0
150162,3,0,1,1,-1,0
150165,4,0,1,1,0,0
150166,4,0,1,0,NULL,NULL
150167,NULL,NULL,1,NULL,NULL,NULL
150168,NULL,NULL,1,NULL,NULL,NULL
150169,3,-1,1,1,0,0
150172,NULL,NULL,1,NULL,NULL,-1
150173,3,0,0,1,0,0
150177,NULL,NULL,1,NULL,NULL,0
150179,NULL,NULL,NULL,NULL,NULL,NULL
150181,4,0,1,1,0,0
150183,4,0,0,0,1,0
150184,NULL,NULL,NULL,NULL,NULL,NULL
151300,NULL,NULL,NULL,0,NULL,NULL
151301,4,NULL,1,0,0,0
151302,4,0,NULL,1,0,NULL
151303,4,NULL,NULL,0,0,NULL
151304,4,0,NULL,1,0,-1
151305,3,0,0,0,0,0
151306,NULL,NULL,NULL,NULL,0,NULL
151307,4,0,NULL,1,1,NULL
151308,4,0,NULL,1,0,0
151309,3,0,NULL,0,0,0
151310,4,0,1,1,1,0
151311,4,0,NULL,1,1,0
151312,4,0,NULL,1,1,0
151313,4,0,1,1,NULL,NULL
151314,NULL,NULL,NULL,NULL,0,NULL
151315,3,0,1,-1,1,0
151316,4,0,NULL,1,1,NULL
151317,4,0,1,1,1,NULL
151318,4,0,0,1,1,0
151319,3,NULL,NULL,0,1,NULL
151320,3,0,NULL,0,0,0
151322,2,0,0,-1,NULL,NULL
151323,4,0,0,0,1,0
151324,3,0,NULL,0,1,0
151325,NULL,NULL,NULL,0,1,NULL
151326,3,0,NULL,0,1,0
151327,3,0,1,-1,NULL,NULL
151328,3,0,NULL,0,0,0
151329,4,0,1,1,1,0
151330,4,0,0,0,1,0
151331,3,0,1,-1,1,0
151332,3,0,1,0,1,0
151333,3,0,0,1,1,NULL
151334,3,0,0,-1,1,0
151335,4,0,1,1,0,0
154005,NULL,NULL,NULL,NULL,NULL,NULL
154008,NULL,NULL,NULL,NULL,NULL,NULL
154009,NULL,NULL,NULL,NULL,NULL,NULL
154011,NULL,NULL,NULL,NULL,NULL,NULL
154014,NULL,NULL,NULL,NULL,NULL,NULL
154018,NULL,NULL,NULL,NULL,NULL,NULL
154019,NULL,NULL,NULL,NULL,NULL,NULL
154020,NULL,NULL,NULL,NULL,NULL,NULL
154021,NULL,NULL,NULL,NULL,NULL,NULL
154024,NULL,NULL,NULL,NULL,NULL,NULL
154031,NULL,NULL,NULL,NULL,NULL,NULL
154035,NULL,NULL,NULL,NULL,NULL,NULL
154041,NULL,NULL,NULL,NULL,NULL,NULL
154047,NULL,NULL,NULL,NULL,NULL,NULL
154050,NULL,NULL,NULL,NULL,NULL,NULL
154051,NULL,NULL,NULL,NULL,NULL,NULL
154052,NULL,NULL,NULL,NULL,NULL,NULL
154053,NULL,NULL,NULL,NULL,NULL,NULL
154054,NULL,NULL,NULL,NULL,NULL,NULL
154055,NULL,NULL,NULL,NULL,NULL,NULL
154056,NULL,NULL,NULL,NULL,NULL,NULL
154057,NULL,NULL,NULL,NULL,NULL,NULL
154058,NULL,NULL,NULL,NULL,NULL,NULL
154059,NULL,NULL,NULL,NULL,NULL,NULL
154060,NULL,NULL,NULL,NULL,NULL,NULL
154061,NULL,NULL,NULL,NULL,NULL,NULL
154063,NULL,NULL,NULL,NULL,NULL,NULL
154064,NULL,NULL,NULL,NULL,NULL,NULL
154065,NULL,NULL,NULL,NULL,NULL,NULL
160001,2,0,-1,1,0,0
160005,4,0,1,1,1,0
160008,4,0,NULL,1,0,0
160013,4,0,0,0,0,0
160016,3,0,0,1,1,0
160024,4,0,0,1,0,0
160028,5,0,0,1,1,0
160029,5,1,0,1,1,1
160030,5,0,1,1,1,0
160032,5,0,1,1,1,0
160033,3,0,-1,1,0,0
160040,3,0,0,1,1,-1
160045,4,0,0,1,0,0
160047,4,0,1,0,1,-1
160057,3,1,0,1,1,0
160058,3,0,0,1,-1,0
160064,3,-1,-1,1,0,0
160067,3,0,-1,1,0,-1
160069,5,0,1,1,1,1
160079,5,1,1,1,1,0
160080,5,0,0,1,1,0
160082,3,-1,0,1,0,-1
160083,3,0,0,1,0,0
160089,4,0,-1,1,0,0
160101,3,NULL,0,0,-1,0
160104,4,0,0,1,0,0
160110,4,0,0,1,1,0
160112,4,-1,1,1,0,0
160117,4,0,1,-1,0,0
160122,4,0,1,1,1,0
160124,5,0,1,1,1,0
160146,1,-1,0,-1,0,0
160147,4,0,1,0,1,0
160153,2,0,-1,1,0,0
161300,NULL,NULL,NULL,NULL,1,NULL
161301,5,NULL,1,0,1,NULL
161302,4,NULL,1,1,0,NULL
161303,4,NULL,NULL,0,1,NULL
161304,4,0,NULL,0,1,NULL
161305,NULL,NULL,NULL,NULL,NULL,NULL
161306,5,0,1,0,0,NULL
161307,4,0,NULL,1,0,NULL
161308,NULL,NULL,NULL,NULL,1,NULL
161309,4,0,NULL,0,1,NULL
161310,NULL,NULL,NULL,NULL,1,NULL
161311,NULL,NULL,NULL,NULL,0,NULL
161312,NULL,NULL,NULL,0,0,NULL
161313,NULL,NULL,NULL,NULL,1,0
161314,NULL,NULL,NULL,1,1,NULL
161315,NULL,NULL,NULL,NULL,0,NULL
161316,NULL,NULL,NULL,NULL,0,NULL
161317,NULL,NULL,NULL,0,NULL,NULL
161318,NULL,0,NULL,0,NULL,NULL
161319,NULL,NULL,NULL,NULL,NULL,NULL
161320,NULL,NULL,NULL,NULL,NULL,NULL
161321,NULL,NULL,NULL,0,NULL,NULL
161322,NULL,NULL,NULL,NULL,0,NULL
161323,4,0,NULL,1,NULL,NULL
161324,NULL,NULL,NULL,NULL,1,NULL
161325,NULL,NULL,NULL,0,NULL,NULL
161326,NULL,NULL,NULL,0,0,NULL
161327,NULL,NULL,NULL,0,NULL,NULL
161328,NULL,NULL,NULL,NULL,0,NULL
161329,NULL,NULL,NULL,NULL,1,0
161330,NULL,NULL,NULL,NULL,NULL,NULL
161331,NULL,NULL,NULL,NULL,NULL,NULL
161332,NULL,NULL,NULL,0,NULL,NULL
161333,NULL,NULL,NULL,NULL,NULL,NULL
161334,NULL,NULL,NULL,0,NULL,NULL
161335,NULL,NULL,NULL,NULL,1,NULL
161336,NULL,NULL,NULL,NULL,NULL,NULL
161337,NULL,0,NULL,0,NULL,NULL
161338,NULL,NULL,NULL,NULL,NULL,NULL
161339,4,0,1,1,0,0
161340,NULL,NULL,NULL,NULL,0,NULL
161341,NULL,NULL,NULL,0,1,NULL
161342,3,NULL,NULL,0,1,NULL
161343,4,NULL,1,1,NULL,NULL
161344,4,0,1,1,NULL,NULL
161345,NULL,NULL,1,0,NULL,NULL
161346,4,NULL,1,0,1,NULL
161347,4,0,1,1,0,NULL
161348,3,NULL,NULL,-1,1,NULL
161349,4,0,NULL,0,1,NULL
161350,NULL,NULL,NULL,0,1,NULL
161351,4,0,NULL,1,1,NULL
161352,2,0,NULL,-1,1,NULL
161353,4,0,0,1,1,NULL
161354,NULL,NULL,NULL,0,NULL,NULL
161355,4,0,NULL,1,1,NULL
161356,4,0,0,1,NULL,NULL
161357,NULL,NULL,NULL,0,0,NULL
161358,4,0,1,0,NULL,NULL
161359,4,0,1,1,1,NULL
161360,4,0,1,0,NULL,NULL
161361,4,0,1,0,NULL,NULL
161362,3,0,0,0,NULL,NULL
161363,3,0,1,-1,1,NULL
161364,3,0,1,0,NULL,NULL
161365,4,NULL,1,1,NULL,0
161366,3,NULL,NULL,-1,1,NULL
161367,4,0,1,1,NULL,0
161368,5,0,1,1,1,NULL
161369,2,0,0,0,NULL,NULL
161370,4,NULL,NULL,1,1,NULL
161371,4,0,1,1,NULL,0
161372,4,0,0,0,NULL,NULL
161373,NULL,0,NULL,0,NULL,NULL
161374,3,0,NULL,0,1,0
161375,4,0,1,1,NULL,NULL
161376,4,0,1,1,1,0
161377,3,0,NULL,0,0,0
161378,NULL,NULL,NULL,NULL,NULL,NULL
161379,3,0,0,1,NULL,NULL
161380,NULL,NULL,NULL,1,NULL,NULL
161381,4,0,NULL,1,NULL,NULL
164002,NULL,NULL,NULL,NULL,NULL,NULL
164003,NULL,NULL,NULL,NULL,NULL,NULL
170006,3,-1,0,1,1,0
170009,4,0,1,-1,1,0
170012,3,-1,0,1,0,0
170013,4,0,0,1,1,0
170014,5,0,1,1,1,0
170016,4,0,0,1,1,0
170017,2,-1,0,-1,1,0
170020,2,-1,-1,-1,1,0
170023,1,0,-1,-1,1,-1
170027,4,0,1,1,1,0
170039,NULL,NULL,NULL,NULL,1,0
170040,4,1,1,-1,-1,0
170049,2,0,0,0,1,0
170068,2,0,0,0,1,0
170074,3,0,1,0,1,0
170075,4,NULL,NULL,1,1,0
170086,3,0,0,-1,0,0
170103,5,0,1,1,1,0
170104,5,0,1,1,0,0
170105,4,0,1,1,1,0
170109,4,0,1,0,1,0
170110,3,NULL,NULL,0,1,0
170120,5,0,1,1,1,0
170122,NULL,NULL,NULL,NULL,NULL,NULL
170123,5,-1,0,1,1,1
170133,4,0,0,0,0,0
170137,3,-1,1,0,1,1
170142,3,-1,0,1,1,0
170145,3,0,0,1,1,0
170146,5,1,-1,-1,1,0
170150,2,0,-1,0,1,0
170166,NULL,NULL,NULL,0,1,NULL
170175,3,0,-1,1,1,0
170176,2,0,0,-1,1,0
170182,3,0,-1,-1,1,0
170183,NULL,NULL,1,NULL,NULL,NULL
170185,5,0,1,1,0,0
170186,5,0,1,1,NULL,NULL
170187,NULL,NULL,1,NULL,NULL,0
170188,NULL,NULL,1,NULL,NULL,NULL
170190,NULL,NULL,1,NULL,NULL,0
170191,2,0,-1,0,1,0
170194,NULL,NULL,NULL,NULL,NULL,NULL
170196,NULL,NULL,1,NULL,NULL,NULL
170197,3,0,0,1,1,0
170198,NULL,NULL,NULL,NULL,NULL,NULL
170200,NULL,NULL,NULL,NULL,NULL,NULL
170201,NULL,NULL,1,NULL,NULL,NULL
170203,NULL,NULL,1,NULL,NULL,-1
171300,NULL,NULL,NULL,NULL,NULL,NULL
171301,NULL,NULL,NULL,0,1,NULL
171302,NULL,NULL,NULL,NULL,NULL,NULL
171303,NULL,NULL,NULL,NULL,NULL,NULL
171304,NULL,NULL,NULL,NULL,0,NULL
171306,NULL,NULL,NULL,NULL,0,NULL
171307,NULL,NULL,NULL,0,1,NULL
171308,NULL,NULL,NULL,NULL,NULL,NULL
171309,NULL,NULL,NULL,NULL,NULL,NULL
171310,NULL,NULL,NULL,NULL,1,NULL
171311,NULL,NULL,NULL,0,1,NULL
171312,NULL,NULL,NULL,NULL,1,NULL
171313,NULL,NULL,NULL,NULL,1,NULL
171314,NULL,NULL,NULL,NULL,NULL,NULL
171315,NULL,NULL,NULL,0,1,NULL
171316,NULL,NULL,NULL,NULL,0,NULL
171317,NULL,NULL,NULL,NULL,0,NULL
171318,NULL,NULL,NULL,NULL,1,NULL
171319,3,NULL,NULL,-1,1,NULL
171321,4,NULL,NULL,0,1,NULL
171322,NULL,NULL,NULL,NULL,0,NULL
171323,NULL,NULL,NULL,NULL,1,NULL
171324,NULL,NULL,NULL,NULL,1,NULL
171325,3,0,NULL,-1,1,NULL
171326,NULL,NULL,NULL,NULL,NULL,NULL
171327,4,0,NULL,1,1,NULL
171328,NULL,NULL,NULL,NULL,1,NULL
171329,NULL,NULL,NULL,NULL,1,0
171330,NULL,NULL,NULL,0,NULL,NULL
171331,NULL,NULL,NULL,NULL,NULL,NULL
171332,NULL,NULL,NULL,NULL,NULL,NULL
171333,4,0,NULL,0,1,NULL
171334,NULL,NULL,NULL,NULL,1,NULL
171335,NULL,NULL,NULL,0,NULL,NULL
171336,NULL,NULL,NULL,NULL,1,NULL
171337,4,NULL,NULL,0,0,NULL
171338,NULL,NULL,NULL,NULL,1,NULL
171339,3,0,0,1,1,NULL
171340,4,NULL,NULL,0,0,NULL
171341,4,0,1,0,1,NULL
171342,NULL,NULL,NULL,NULL,0,NULL
171343,NULL,NULL,NULL,NULL,0,NULL
171344,4,0,NULL,1,1,NULL
171345,NULL,NULL,NULL,NULL,0,NULL
171346,3,NULL,NULL,-1,1,NULL
171347,NULL,NULL,NULL,0,1,NULL
171348,NULL,NULL,NULL,1,1,NULL
171349,2,0,NULL,0,1,0
171350,2,0,NULL,-1,1,NULL
171351,NULL,NULL,NULL,NULL,1,NULL
171352,NULL,NULL,NULL,NULL,1,NULL
171353,NULL,NULL,NULL,NULL,1,NULL
171354,4,0,NULL,1,1,NULL
171355,3,0,NULL,0,1,NULL
171356,NULL,NULL,NULL,NULL,1,NULL
171357,NULL,NULL,NULL,NULL,NULL,NULL
171358,NULL,NULL,NULL,NULL,1,NULL
171359,NULL,NULL,NULL,1,1,NULL
171360,NULL,NULL,NULL,NULL,1,NULL
171361,2,0,NULL,-1,1,NULL
171362,4,0,1,1,0,NULL
171363,5,0,1,1,1,NULL
171364,NULL,NULL,NULL,NULL,NULL,NULL
171365,NULL,NULL,NULL,NULL,NULL,NULL
171367,NULL,NULL,NULL,NULL,1,NULL
171368,NULL,NULL,NULL,-1,1,NULL
171369,NULL,NULL,NULL,NULL,1,NULL
171370,3,0,NULL,0,1,NULL
171371,4,0,1,1,1,NULL
171372,4,0,NULL,0,1,NULL
171373,2,0,NULL,0,1,NULL
171374,3,NULL,NULL,0,1,NULL
171375,5,0,1,1,1,NULL
171376,3,0,NULL,0,1,0
171377,4,NULL,1,0,1,NULL
171378,4,NULL,NULL,1,1,NULL
171379,4,0,NULL,0,1,NULL
171380,3,0,1,-1,1,0
171381,2,0,1,-1,0,NULL
171382,3,0,0,0,NULL,NULL
171383,3,0,1,1,1,0
171384,4,0,0,1,1,0
173300,NULL,NULL,NULL,NULL,NULL,NULL
174006,NULL,NULL,NULL,NULL,NULL,NULL
174016,NULL,NULL,NULL,NULL,NULL,NULL
174020,NULL,NULL,NULL,NULL,NULL,NULL
174021,NULL,NULL,NULL,NULL,NULL,NULL
174022,NULL,NULL,NULL,NULL,NULL,NULL
180001,3,0,1,-1,0,0
180002,3,0,0,-1,1,0
180004,5,0,0,1,1,0
180005,1,0,-1,-1,-1,0
180009,3,0,0,-1,0,0
180010,2,1,-1,-1,-1,0
180011,4,0,0,0,-1,0
180012,4,1,1,1,-1,-1
180013,1,-1,-1,-1,-1,0
180016,4,0,0,1,0,0
180017,2,0,-1,1,0,0
180018,2,0,0,-1,1,0
180019,4,0,1,1,0,0
180020,4,0,-1,1,0,0
180021,3,0,NULL,-1,1,NULL
180024,4,0,0,1,0,0
180025,3,0,0,1,0,0
180027,3,0,0,-1,0,-1
180029,1,0,-1,-1,-1,0
180035,4,0,1,-1,0,0
180036,3,0,1,-1,0,0
180038,4,-1,1,1,1,0
180040,2,1,-1,-1,-1,-1
180043,3,0,1,-1,0,0
180044,1,0,-1,-1,1,1
180045,3,0,0,-1,0,0
180046,3,0,0,0,1,0
180048,2,0,-1,-1,0,0
180049,3,-1,1,0,0,0
180050,2,0,-1,-1,1,0
180051,1,-1,0,-1,0,0
180053,4,0,0,1,1,0
180056,2,0,-1,-1,1,0
180064,3,0,0,0,0,0
180066,5,0,1,1,1,0
180067,1,-1,1,-1,-1,0
180069,2,0,0,-1,0,0
180070,4,0,0,1,1,0
180078,1,0,-1,-1,0,0
180079,4,-1,1,1,1,0
180080,2,0,0,-1,0,0
180087,4,0,0,1,0,0
180088,3,1,0,-1,-1,-1
180092,4,0,0,1,1,0
180093,3,-1,0,1,0,0
180095,3,0,0,-1,1,0
180101,4,0,1,1,0,0
180102,3,0,0,-1,0,0
180103,4,-1,1,1,-1,0
180104,2,-1,1,-1,0,0
180105,2,0,0,-1,1,0
180106,3,0,NULL,-1,1,NULL
180115,3,0,1,-1,1,0
180116,3,0,0,-1,1,0
180124,2,0,0,-1,1,0
180127,3,0,-1,-1,1,1
180128,4,0,1,-1,0,0
180130,3,-1,1,1,0,0
180132,2,0,-1,-1,0,0
180138,3,0,0,0,0,0
180139,3,0,0,-1,1,0
180141,1,-1,-1,-1,-1,0
180143,4,0,0,1,-1,0
180149,NULL,NULL,NULL,NULL,0,NULL
181301,4,0,NULL,1,1,-1
181302,4,0,NULL,1,0,NULL
181304,NULL,NULL,NULL,NULL,0,NULL
181305,NULL,NULL,NULL,1,NULL,0
181306,4,0,0,0,NULL,0
181307,NULL,NULL,NULL,NULL,NULL,NULL
181308,NULL,NULL,NULL,NULL,1,0
181309,4,0,1,-1,1,NULL
181310,4,0,NULL,0,1,NULL
181311,NULL,NULL,NULL,NULL,0,0
181314,2,0,NULL,0,NULL,NULL
181315,3,NULL,0,0,1,0
181316,NULL,0,NULL,0,NULL,NULL
181317,3,0,1,-1,1,NULL
181318,3,0,0,-1,NULL,NULL
181319,3,0,NULL,-1,0,NULL
181320,3,0,NULL,0,1,NULL
181321,NULL,NULL,NULL,0,NULL,NULL
181322,NULL,NULL,NULL,0,NULL,NULL
181323,4,0,1,1,NULL,NULL
181324,NULL,0,NULL,0,NULL,NULL
181325,3,0,NULL,0,0,NULL
181327,4,0,1,-1,1,NULL
181328,4,0,NULL,1,0,NULL
181329,5,0,1,1,NULL,NULL
181330,NULL,NULL,NULL,0,1,NULL
181331,NULL,0,NULL,0,NULL,NULL
184002,NULL,NULL,NULL,NULL,NULL,NULL
184004,NULL,NULL,NULL,NULL,NULL,NULL
184006,NULL,NULL,NULL,NULL,NULL,NULL
184007,NULL,NULL,NULL,NULL,NULL,NULL
184008,NULL,NULL,NULL,NULL,NULL,NULL
184009,NULL,NULL,NULL,NULL,NULL,NULL
184012,NULL,NULL,NULL,NULL,NULL,NULL
184014,NULL,NULL,NULL,NULL,NULL,NULL
184015,NULL,NULL,NULL,NULL,NULL,NULL
184017,NULL,NULL,NULL,NULL,NULL,NULL
190002,4,0,1,1,-1,0
190004,5,-1,1,1,1,0
190005,1,0,0,-1,-1,-1
190006,4,NULL,1,0,0,0
190007,3,0,0,1,0,0
190008,3,0,0,-1,0,0
190011,3,0,0,-1,-1,0
190013,3,0,0,-1,0,0
190014,2,0,0,-1,1,0
190015,2,0,0,-1,0,0
190017,3,0,0,1,-1,0
190019,2,-1,0,-1,-1,0
190020,3,0,0,-1,0,0
190025,2,0,NULL,0,1,0
190026,2,-1,0,-1,-1,0
190027,2,0,-1,1,-1,0
190034,4,0,0,1,0,0
190036,2,0,0,-1,-1,0
190039,2,0,-1,-1,-1,0
190040,3,0,0,0,-1,0
190041,2,0,1,-1,-1,0
190044,3,0,0,-1,1,0
190045,4,1,1,-1,-1,0
190046,3,0,0,1,0,0
190050,3,0,0,-1,0,0
190053,1,0,1,-1,1,0
190054,3,0,-1,1,-1,0
190060,3,1,-1,1,0,0
190064,3,-1,0,1,-1,-1
190065,3,-1,1,1,-1,0
190079,4,NULL,1,0,1,0
190081,3,0,0,-1,1,0
190086,3,0,0,1,0,0
190088,4,0,1,0,1,0
190090,2,0,NULL,-1,1,0
190098,1,0,-1,-1,-1,-1
190102,2,0,1,1,0,-1
190106,2,0,NULL,-1,0,NULL
190111,3,1,0,1,-1,-1
190114,4,0,0,1,0,0
190116,2,0,-1,-1,0,-1
190118,3,0,NULL,0,1,-1
190125,3,0,1,1,-1,-1
190128,4,NULL,1,NULL,1,0
190133,NULL,NULL,NULL,NULL,1,NULL
190140,3,NULL,0,-1,0,-1
190144,3,0,1,0,1,0
190145,3,0,NULL,-1,0,0
190146,4,0,0,0,-1,0
190151,3,0,1,-1,1,0
190160,2,1,-1,-1,0,0
190164,2,0,-1,-1,0,0
190167,5,1,1,1,1,0
190176,1,0,0,-1,0,0
190183,3,0,1,-1,-1,0
190184,2,0,NULL,-1,1,0
190190,4,0,1,0,NULL,NULL
190201,3,0,0,0,1,0
190202,3,0,0,1,-1,0
190204,3,0,0,-1,0,0
190208,3,0,0,-1,1,NULL
190218,3,0,NULL,0,0,-1
190241,NULL,NULL,1,NULL,NULL,0
190245,NULL,NULL,NULL,NULL,NULL,0
190251,NULL,NULL,1,NULL,NULL,NULL
190255,5,NULL,1,NULL,NULL,-1
190256,NULL,NULL,NULL,NULL,NULL,NULL
190259,NULL,NULL,1,NULL,NULL,NULL
190263,4,0,1,-1,0,-1
190266,NULL,NULL,1,NULL,NULL,NULL
190267,NULL,NULL,1,NULL,NULL,0
190268,NULL,NULL,1,NULL,NULL,NULL
190270,NULL,NULL,1,NULL,NULL,NULL
190274,4,0,0,1,-1,0
190278,NULL,NULL,1,NULL,NULL,NULL
190298,NULL,NULL,1,NULL,NULL,0
190300,NULL,NULL,NULL,NULL,NULL,NULL
190302,NULL,NULL,NULL,NULL,NULL,NULL
190303,NULL,NULL,1,NULL,NULL,0
190307,NULL,NULL,NULL,NULL,NULL,NULL
190308,2,0,0,0,0,-1
190312,2,0,0,-1,0,0
190313,NULL,NULL,0,NULL,-1,0
191300,NULL,NULL,NULL,NULL,0,NULL
191301,NULL,NULL,NULL,0,1,NULL
191302,NULL,NULL,NULL,NULL,1,NULL
191303,NULL,NULL,NULL,NULL,1,NULL
191304,3,0,1,-1,NULL,NULL
191305,NULL,NULL,NULL,NULL,0,0
191306,NULL,NULL,NULL,NULL,0,NULL
191307,NULL,NULL,NULL,NULL,NULL,NULL
191308,NULL,NULL,NULL,NULL,NULL,NULL
191309,NULL,NULL,NULL,0,NULL,NULL
191310,4,0,NULL,0,0,0
191311,NULL,NULL,NULL,NULL,NULL,NULL
191312,NULL,0,NULL,-1,NULL,NULL
191313,2,0,NULL,-1,NULL,NULL
191314,NULL,NULL,NULL,NULL,NULL,NULL
191315,3,0,NULL,0,1,0
191316,NULL,NULL,NULL,0,NULL,NULL
191317,3,NULL,NULL,0,1,0
191318,NULL,0,NULL,-1,NULL,NULL
191319,NULL,NULL,NULL,NULL,NULL,NULL
191320,NULL,NULL,NULL,NULL,NULL,NULL
191321,NULL,NULL,NULL,NULL,1,-1
191322,4,0,NULL,1,1,NULL
191323,3,0,NULL,0,0,NULL
191324,4,0,1,0,1,0
191325,3,0,NULL,-1,0,NULL
191326,NULL,NULL,NULL,NULL,0,NULL
193300,NULL,NULL,NULL,NULL,NULL,NULL
193301,NULL,NULL,NULL,NULL,NULL,NULL
194007,NULL,NULL,NULL,NULL,NULL,NULL
194008,NULL,NULL,NULL,NULL,NULL,NULL
194020,NULL,NULL,NULL,NULL,NULL,NULL
194022,NULL,NULL,NULL,NULL,NULL,NULL
194025,NULL,NULL,NULL,NULL,NULL,NULL
194031,NULL,NULL,NULL,NULL,NULL,NULL
194044,NULL,NULL,NULL,NULL,NULL,NULL
194056,NULL,NULL,NULL,NULL,NULL,NULL
194069,NULL,NULL,NULL,NULL,NULL,NULL
194073,NULL,NULL,NULL,NULL,NULL,NULL
194074,NULL,NULL,NULL,NULL,NULL,NULL
194079,NULL,NULL,NULL,NULL,NULL,NULL
194080,NULL,NULL,NULL,NULL,NULL,NULL
194081,NULL,NULL,NULL,NULL,NULL,NULL
194082,NULL,NULL,NULL,NULL,NULL,NULL
194083,NULL,NULL,NULL,NULL,NULL,NULL
194084,NULL,NULL,NULL,NULL,NULL,NULL
194085,NULL,NULL,NULL,NULL,NULL,NULL
194086,NULL,NULL,NULL,NULL,NULL,NULL
194087,NULL,NULL,NULL,NULL,NULL,NULL
194088,NULL,NULL,NULL,NULL,NULL,NULL
194089,NULL,NULL,NULL,NULL,NULL,NULL
194090,NULL,NULL,NULL,NULL,NULL,NULL
194091,NULL,NULL,NULL,NULL,NULL,NULL
194094,NULL,NULL,NULL,NULL,NULL,NULL
194095,NULL,NULL,NULL,NULL,NULL,NULL
194096,NULL,NULL,NULL,NULL,NULL,NULL
194098,NULL,NULL,NULL,NULL,NULL,NULL
194100,NULL,NULL,NULL,NULL,NULL,NULL
194102,NULL,NULL,NULL,NULL,NULL,NULL
194103,NULL,NULL,NULL,NULL,NULL,NULL
194105,NULL,NULL,NULL,NULL,NULL,NULL
194106,NULL,NULL,NULL,NULL,NULL,NULL
194107,NULL,NULL,NULL,NULL,NULL,NULL
194109,NULL,NULL,NULL,NULL,NULL,NULL
194112,NULL,NULL,NULL,NULL,NULL,NULL
194113,NULL,NULL,NULL,NULL,NULL,NULL
194114,NULL,NULL,NULL,NULL,NULL,NULL
200001,3,0,1,0,-1,0
200008,4,0,1,1,0,0
200009,4,-1,1,1,-1,0
200018,2,0,-1,-1,0,0
200019,3,-1,-1,1,0,0
200020,5,0,1,1,0,0
200021,3,0,1,1,-1,0
200024,2,-1,0,1,-1,1
200031,3,-1,1,-1,0,0
200033,2,-1,-1,0,0,0
200034,3,0,-1,0,-1,0
200037,4,0,0,1,-1,0
200039,4,0,1,1,-1,1
200041,4,0,1,0,0,0
200050,5,0,0,1,-1,1
200052,5,0,1,1,0,0
200063,4,0,0,1,-1,0
201300,4,0,NULL,1,0,NULL
201301,NULL,NULL,NULL,0,NULL,NULL
201302,4,0,1,-1,0,NULL
201303,4,0,NULL,0,0,NULL
201304,4,0,1,0,0,0
201305,3,0,NULL,0,-1,NULL
201306,4,0,1,1,0,NULL
